Reduction,reduction,,Pixel,ADU,Pixel,ADU
"4413,6","3,3287763975",,0,"681,0676509285",1032,331
,,,,,1033,331
,,,,,1034,330
,,,,,1035,330
"4415,2","3,2896907675",,0,"673,0707310305",1036,328
,,,,,1037,328
,,,,,1038,329
,,,,,1039,329
"4416,8","3,221520895",,0,"659,123175117",1040,329
,,,,,1041,328
,,,,,1042,327
,,,,,1043,327
"4418,4","3,274359555",,0,"669,933964953",1044,328
,,,,,1045,327
,,,,,1046,326
,,,,,1047,326
4420,"3,3193515125",,0,"679,1393194575",1048,326
,,,,,1049,325
,,,,,1050,324
,,,,,1051,323
"4421,6","3,314461095",,0,"678,138740037",1052,323
,,,,,1053,323
,,,,,1054,323
,,,,,1055,321
"4423,2","3,3195502725",,0,"679,1799857535",1056,322
,,,,,1057,322
,,,,,1058,322
,,,,,1059,322
"4424,8","3,3089355875",,0,"677,0082212025",1060,322
,,,,,1061,322
,,,,,1062,322
,,,,,1063,322
"4426,4","3,293850825",,0,"673,921878795",1064,321
,,,,,1065,321
,,,,,1066,319
,,,,,1067,320
4428,"3,2758500925",,0,"670,2389289255",1068,320
,,,,,1069,319
,,,,,1070,319
,,,,,1071,319
"4429,6","3,2939949375",,0,"673,9513642125",1072,319
,,,,,1073,318
,,,,,1074,317
,,,,,1075,317
"4431,2","3,29100141",,0,"673,338888486",1076,317
,,,,,1077,318
,,,,,1078,317
,,,,,1079,316
"4432,8","3,270905985",,0,"669,227364531",1080,315
,,,,,1081,316
,,,,,1082,315
,,,,,1083,315
"4434,4","3,230788755",,0,"661,019379273",1084,316
,,,,,1085,315
,,,,,1086,315
,,,,,1087,315
4436,"3,261765035",,0,"667,357126161",1088,314
,,,,,1089,315
,,,,,1090,314
,,,,,1091,313
"4437,6","3,2556978475",,0,"666,1157795985",1092,315
,,,,,1093,313
,,,,,1094,313
,,,,,1095,312
"4439,2","3,2812254225",,0,"671,3387214435",1096,312
,,,,,1097,312
,,,,,1098,312
,,,,,1099,312
"4440,8","3,27692453",,0,"670,458758838",1100,312
,,,,,1101,312
,,,,,1102,311
,,,,,1103,311
"4442,4","3,2539368975",,0,"665,7554892285",1104,311
,,,,,1105,310
,,,,,1106,310
,,,,,1107,310
4444,"3,1926849175",,0,"653,2233341205",1108,310
,,,,,1109,310
,,,,,1110,309
,,,,,1111,310
"4445,6","3,2505922175",,0,"665,0711677005",1112,307
,,,,,1113,309
,,,,,1114,307
,,,,,1115,307
"4447,2","3,2428351825",,0,"663,4840783395",1116,309
,,,,,1117,308
,,,,,1118,308
,,,,,1119,307
"4448,8","3,243727965",,0,"663,666741639",1120,308
,,,,,1121,308
,,,,,1122,307
,,,,,1123,308
"4450,4","3,212771465",,0,"657,333041739",1124,307
,,,,,1125,308
,,,,,1126,307
,,,,,1127,306
4452,"3,223628855",,0,"659,554463733",1128,306
,,,,,1129,306
,,,,,1130,307
,,,,,1131,306
"4453,6","3,2450471375",,0,"663,9366443325",1132,307
,,,,,1133,305
,,,,,1134,305
,,,,,1135,305
"4455,2","3,2177553825",,0,"658,3527512595",1136,305
,,,,,1137,305
,,,,,1138,305
,,,,,1139,304
"4456,8","3,235068705",,0,"661,895057043",1140,304
,,,,,1141,304
,,,,,1142,305
,,,,,1143,304
"4458,4","3,23300419",,0,"661,472657274",1144,303
,,,,,1145,304
,,,,,1146,303
,,,,,1147,303
4460,"3,2250209925",,0,"659,8392950655",1148,303
,,,,,1149,302
,,,,,1150,302
,,,,,1151,301
"4461,6","3,209018465",,0,"656,565177939",1152,303
,,,,,1153,302
,,,,,1154,301
,,,,,1155,302
"4463,2","3,21806127",,0,"658,415335842",1156,300
,,,,,1157,300
,,,,,1158,299
,,,,,1159,300
"4464,8","3,21001217",,0,"656,768489982",1160,300
,,,,,1161,299
,,,,,1162,299
,,,,,1163,299
"4466,4","3,191291065",,0,"652,938151899",1164,298
,,,,,1165,297
,,,,,1166,297
,,,,,1167,297
4468,"3,13776217",,0,"641,986139982",1168,297
,,,,,1169,296
,,,,,1170,296
,,,,,1171,294
"4469,6","3,1139379125",,0,"637,1116968975",1172,284
,,,,,1173,295
,,,,,1174,295
,,,,,1175,294
"4471,2","2,9922228425",,0,"612,2087935755",1176,293
,,,,,1177,293
,,,,,1178,291
,,,,,1179,290
"4472,8","3,090244095",,0,"632,263941837",1180,288
,,,,,1181,279
,,,,,1182,288
,,,,,1183,291
"4474,4","3,1740280525",,0,"649,4061395415",1184,286
,,,,,1185,285
,,,,,1186,288
,,,,,1187,288
4476,"3,1732798325",,0,"649,2530537295",1188,288
,,,,,1189,289
,,,,,1190,291
,,,,,1191,290
"4477,6","3,1890710875",,0,"652,4839445025",1192,288
,,,,,1193,288
,,,,,1194,290
,,,,,1195,288
"4479,2","3,1510406225",,0,"644,7029113635",1196,287
,,,,,1197,288
,,,,,1198,286
,,,,,1199,283
"4480,8","2,6460022",,0,"541,37205012",1200,287
,,,,,1201,285
,,,,,1202,283
,,,,,1203,288
"4482,4","2,965380385",,0,"606,716826771",1204,287
,,,,,1205,287
,,,,,1206,287
,,,,,1207,284
4484,"3,1711900925",,0,"648,8254929255",1208,286
,,,,,1209,286
,,,,,1210,285
,,,,,1211,284
"4485,6","3,1883874075",,0,"652,3440635745",1212,282
,,,,,1213,278
,,,,,1214,283
,,,,,1215,280
"4487,2","3,1670592975",,0,"647,9803322685",1216,279
,,,,,1217,281
,,,,,1218,281
,,,,,1219,284
"4488,8","3,104804935",,0,"635,243089701",1220,283
,,,,,1221,283
,,,,,1222,280
,,,,,1223,274
"4490,4","3,134431415",,0,"641,304667509",1224,280
,,,,,1225,281
,,,,,1226,279
,,,,,1227,281
4492,"3,1269152725",,0,"639,7668647535",1228,280
,,,,,1229,278
,,,,,1230,279
,,,,,1231,280
"4493,6","3,1602515625",,0,"646,5874696875",1232,280
,,,,,1233,279
,,,,,1234,279
,,,,,1235,275
"4495,2","3,1713580725",,0,"648,8598616335",1236,273
,,,,,1237,277
,,,,,1238,279
,,,,,1239,279
"4496,8","3,171404495",,0,"648,869359677",1240,278
,,,,,1241,278
,,,,,1242,278
,,,,,1243,279
"4498,4","3,1641273775",,0,"647,3804614365",1244,278
,,,,,1245,277
,,,,,1246,278
,,,,,1247,278
4500,"3,14330094",,0,"643,119372324",1248,277
,,,,,1249,277
,,,,,1250,277
,,,,,1251,277
"4501,6","3,0930398725",,0,"632,8359579135",1252,277
,,,,,1253,276
,,,,,1254,277
,,,,,1255,275
"4503,2","3,15801846",,0,"646,130576916",1256,275
,,,,,1257,275
,,,,,1258,275
,,,,,1259,275
"4504,8","3,1545261825",,0,"645,4160569395",1260,275
,,,,,1261,275
,,,,,1262,274
,,,,,1263,274
"4506,4","3,151076705",,0,"644,710293843",1264,274
,,,,,1265,274
,,,,,1266,274
,,,,,1267,273
4508,"3,067556295",,0,"627,622017957",1268,274
,,,,,1269,274
,,,,,1270,274
,,,,,1271,273
"4509,6","3,1331443325",,0,"641,0413304295",1272,272
,,,,,1273,272
,,,,,1274,272
,,,,,1275,272
"4511,2","3,13386561",,0,"641,188903806",1276,271
,,,,,1277,272
,,,,,1278,271
,,,,,1279,272
"4512,8","3,1459470525",,0,"643,6607669415",1280,271
,,,,,1281,270
,,,,,1282,272
,,,,,1283,270
"4514,4","3,102760655",,0,"634,824830013",1284,270
,,,,,1285,271
,,,,,1286,269
,,,,,1287,270
4516,"3,06808153",,0,"627,729481038",1288,269
,,,,,1289,270
,,,,,1290,270
,,,,,1291,270
"4517,6","3,1360298325",,0,"641,6317037295",1292,269
,,,,,1293,269
,,,,,1294,269
,,,,,1295,270
"4519,2","3,0920868875",,0,"632,6409771825",1296,269
,,,,,1297,269
,,,,,1298,268
,,,,,1299,267
"4520,8","3,052348005",,0,"624,510401823",1300,269
,,,,,1301,267
,,,,,1302,267
,,,,,1303,268
"4522,4","3,0203375475",,0,"617,9610622185",1304,267
,,,,,1305,266
,,,,,1306,267
,,,,,1307,267
4524,"3,0946870325",,0,"633,1729668495",1308,267
,,,,,1309,266
,,,,,1310,267
,,,,,1311,267
"4525,6","3,10701255",,0,"635,69476773",1312,266
,,,,,1313,266
,,,,,1314,266
,,,,,1315,266
"4527,2","3,108089065",,0,"635,915022699",1316,265
,,,,,1317,266
,,,,,1318,265
,,,,,1319,265
"4528,8","3,09323273",,0,"632,875416558",1320,265
,,,,,1321,265
,,,,,1322,265
,,,,,1323,265
"4530,4","3,1030144175",,0,"634,8767498205",1324,264
,,,,,1325,264
,,,,,1326,264
,,,,,1327,264
4532,"3,096268795",,0,"633,496595457",1328,264
,,,,,1329,263
,,,,,1330,263
,,,,,1331,263
"4533,6","3,0013930625",,0,"614,0850205875",1332,263
,,,,,1333,263
,,,,,1334,263
,,,,,1335,263
"4535,2","3,0608841425",,0,"626,2568955555",1336,262
,,,,,1337,262
,,,,,1338,262
,,,,,1339,262
"4536,8","3,0956246775",,0,"633,3648090165",1340,261
,,,,,1341,261
,,,,,1342,259
,,,,,1343,258
"4538,4","3,0962151075",,0,"633,4856109945",1344,261
,,,,,1345,262
,,,,,1346,261
,,,,,1347,252
4540,"3,0788104025",,0,"629,9246083515",1348,249
,,,,,1349,256
,,,,,1350,259
,,,,,1351,260
"4541,6","3,031190805",,0,"620,181638703",1352,259
,,,,,1353,258
,,,,,1354,259
,,,,,1355,258
"4543,2","3,0857959075",,0,"631,3538426745",1356,258
,,,,,1357,259
,,,,,1358,258
,,,,,1359,257
"4544,8","3,07957063",,0,"630,080150898",1360,257
,,,,,1361,258
,,,,,1362,257
,,,,,1363,257
"4546,4","3,08067772",,0,"630,306661512",1364,256
,,,,,1365,257
,,,,,1366,256
,,,,,1367,257
4548,"3,03551612",,0,"621,066598152",1368,256
,,,,,1369,256
,,,,,1370,257
,,,,,1371,256
"4549,6","2,8394689225",,0,"580,9553415435",1372,255
,,,,,1373,256
,,,,,1374,255
,,,,,1375,255
"4551,2","3,0447716625",,0,"622,9602821475",1376,254
,,,,,1377,254
,,,,,1378,254
,,,,,1379,254
"4552,8","3,0654173525",,0,"627,1843903215",1380,253
,,,,,1381,253
,,,,,1382,253
,,,,,1383,253
"4554,4","3,0160156625",,0,"617,0768045475",1384,253
,,,,,1385,253
,,,,,1386,252
,,,,,1387,252
4556,"2,96271873",,0,"606,172252158",1388,251
,,,,,1389,252
,,,,,1390,252
,,,,,1391,250
"4557,6","3,011223795",,0,"616,096388457",1392,251
,,,,,1393,250
,,,,,1394,249
,,,,,1395,249
"4559,2","2,9854969525",,0,"610,8326764815",1396,248
,,,,,1397,250
,,,,,1398,247
,,,,,1399,245
"4560,8","3,0542248075",,0,"624,8943956145",1400,247
,,,,,1401,248
,,,,,1402,247
,,,,,1403,247
"4562,4","3,040558315",,0,"622,098231249",1404,243
,,,,,1405,246
,,,,,1406,247
,,,,,1407,247
4564,"2,99903679",,0,"613,602927234",1408,247
,,,,,1409,246
,,,,,1410,247
,,,,,1411,247
"4565,6","3,034537955",,0,"620,866465593",1412,245
,,,,,1413,246
,,,,,1414,245
,,,,,1415,244
"4567,2","3,0362824",,0,"621,22337904",1416,245
,,,,,1417,244
,,,,,1418,244
,,,,,1419,244
"4568,8","3,04279202",,0,"622,555247292",1420,242
,,,,,1421,243
,,,,,1422,236
,,,,,1423,224
"4570,4","3,025078855",,0,"618,931133733",1424,232
,,,,,1425,234
,,,,,1426,238
,,,,,1427,240
4572,"2,954458705",,0,"604,482251043",1428,241
,,,,,1429,240
,,,,,1430,238
,,,,,1431,237
"4573,6","3,0250239525",,0,"618,9199006815",1432,236
,,,,,1433,240
,,,,,1434,236
,,,,,1435,239
"4575,2","3,01464689",,0,"616,796753694",1436,235
,,,,,1437,240
,,,,,1438,237
,,,,,1439,238
"4576,8","2,980006165",,0,"609,709261359",1440,237
,,,,,1441,237
,,,,,1442,239
,,,,,1443,237
"4578,4","3,01975958",,0,"617,842810068",1444,238
,,,,,1445,238
,,,,,1446,237
,,,,,1447,237
4580,"2,9967326925",,0,"613,1315088855",1448,235
,,,,,1449,236
,,,,,1450,238
,,,,,1451,237
"4581,6","2,99196656",,0,"612,156358176",1452,237
,,,,,1453,237
,,,,,1454,238
,,,,,1455,237
"4583,2","2,886886635",,0,"590,657005521",1456,237
,,,,,1457,236
,,,,,1458,236
,,,,,1459,236
"4584,8","2,9507880075",,0,"603,7312263345",1460,236
,,,,,1461,237
,,,,,1462,236
,,,,,1463,235
"4586,4","3,003915145",,0,"614,601038667",1464,236
,,,,,1465,235
,,,,,1466,220
,,,,,1467,224
4588,"2,9311711925",,0,"599,7176259855",1468,234
,,,,,1469,234
,,,,,1470,234
,,,,,1471,234
"4589,6","2,971640025",,0,"607,997549115",1472,234
,,,,,1473,234
,,,,,1474,233
,,,,,1475,233
"4591,2","2,969951795",,0,"607,652137257",1476,233
,,,,,1477,233
,,,,,1478,234
,,,,,1479,233
"4592,8","2,9801650125",,0,"609,7417615575",1480,232
,,,,,1481,226
,,,,,1482,223
,,,,,1483,232
"4594,4","2,9949665475",,0,"612,7701556185",1484,233
,,,,,1485,233
,,,,,1486,233
,,,,,1487,233
4596,"2,97024128",,0,"607,711365888",1488,231
,,,,,1489,231
,,,,,1490,231
,,,,,1491,231
"4597,6","2,97951519",,0,"609,608807874",1492,230
,,,,,1493,231
,,,,,1494,231
,,,,,1495,231
"4599,2","2,9840196925",,0,"610,5304290855",1496,230
,,,,,1497,230
,,,,,1498,230
,,,,,1499,230
"4600,8","2,9740629075",,0,"608,4932708745",1500,230
,,,,,1501,229
,,,,,1502,230
,,,,,1503,229
"4602,4","2,963063775",,0,"606,242848365",1504,229
,,,,,1505,229
,,,,,1506,229
,,,,,1507,228
4604,"2,97239561",,0,"608,152141806",1508,229
,,,,,1509,228
,,,,,1510,226
,,,,,1511,227
"4605,6","2,972450765",,0,"608,163426519",1512,227
,,,,,1513,227
,,,,,1514,228
,,,,,1515,227
"4607,2","2,97439044",,0,"608,560284024",1516,227
,,,,,1517,227
,,,,,1518,227
,,,,,1519,227
"4608,8","2,9698158025",,0,"607,6243131915",1520,225
,,,,,1521,226
,,,,,1522,226
,,,,,1523,226
"4610,4","2,9566721775",,0,"604,9351275165",1524,225
,,,,,1525,226
,,,,,1526,225
,,,,,1527,225
4612,"2,9659943775",,0,"606,8424496365",1528,224
,,,,,1529,223
,,,,,1530,224
,,,,,1531,224
"4613,6","2,9569010125",,0,"604,9819471575",1532,223
,,,,,1533,221
,,,,,1534,218
,,,,,1535,216
"4615,2","2,9486276175",,0,"603,2892105405",1536,221
,,,,,1537,222
,,,,,1538,222
,,,,,1539,221
"4616,8","2,9228757975",,0,"598,0203881685",1540,221
,,,,,1541,220
,,,,,1542,219
,,,,,1543,220
"4618,4","2,8986891375",,0,"593,0717975325",1544,221
,,,,,1545,218
,,,,,1546,215
,,,,,1547,215
4620,"2,89100557",,0,"591,499739622",1548,218
,,,,,1549,216
,,,,,1550,219
,,,,,1551,215
"4621,6","2,9167597125",,0,"596,7690371775",1552,215
,,,,,1553,218
,,,,,1554,218
,,,,,1555,218
"4623,2","2,940228175",,0,"601,570684605",1556,215
,,,,,1557,216
,,,,,1558,216
,,,,,1559,214
"4624,8","2,9222266325",,0,"597,8875690095",1560,216
,,,,,1561,216
,,,,,1562,218
,,,,,1563,217
"4626,4","2,9281502625",,0,"599,0995437075",1564,216
,,,,,1565,216
,,,,,1566,215
,,,,,1567,214
4628,"2,9079737475",,0,"594,9714287385",1568,215
,,,,,1569,214
,,,,,1570,213
,,,,,1571,210
"4629,6","2,8500607975",,0,"583,1224391685",1572,204
,,,,,1573,210
,,,,,1574,211
,,,,,1575,213
"4631,2","2,922289755",,0,"597,900483873",1576,212
,,,,,1577,210
,,,,,1578,211
,,,,,1579,212
"4632,8","2,9099924925",,0,"595,3844639655",1580,211
,,,,,1581,210
,,,,,1582,207
,,,,,1583,206
"4634,4","2,856715235",,0,"584,483937081",1584,206
,,,,,1585,205
,,,,,1586,204
,,,,,1587,203
4636,"2,8805493325",,0,"589,3603934295",1588,199
,,,,,1589,195
,,,,,1590,193
,,,,,1591,189
"4637,6","2,904123105",,0,"594,183587283",1592,186
,,,,,1593,185
,,,,,1594,181
,,,,,1595,172
"4639,2","2,9095968875",,0,"595,3035231825",1596,167
,,,,,1597,161
,,,,,1598,151
,,,,,1599,142
"4640,8","2,9049176975",,0,"594,3461609085",1600,129
,,,,,1601,100
,,,,,1602,100
,,,,,1603,131
"4642,4","2,908958875",,0,"595,172985825",1604,141
,,,,,1605,151
,,,,,1606,160
,,,,,1607,166
4644,"2,905328895",,0,"594,430291917",1608,174
,,,,,1609,176
,,,,,1610,183
,,,,,1611,187
"4645,6","2,90316533",,0,"593,987626518",1612,190
,,,,,1613,192
,,,,,1614,194
,,,,,1615,197
"4647,2","2,89814215",,0,"592,95988389",1616,198
,,,,,1617,199
,,,,,1618,201
,,,,,1619,201
"4648,8","2,89640432",,0,"592,604323872",1620,202
,,,,,1621,204
,,,,,1622,204
,,,,,1623,205
"4650,4","2,9024103475",,0,"593,8331570985",1624,204
,,,,,1625,204
,,,,,1626,205
,,,,,1627,205
4652,"2,89811208",,0,"592,953731568",1628,204
,,,,,1629,204
,,,,,1630,204
,,,,,1631,205
"4653,6","2,904451955",,0,"594,250869993",1632,205
,,,,,1633,205
,,,,,1634,204
,,,,,1635,205
"4655,2","2,8845621",,0,"590,18140566",1636,205
,,,,,1637,205
,,,,,1638,204
,,,,,1639,205
"4656,8","2,8640823225",,0,"585,9912431835",1640,204
,,,,,1641,204
,,,,,1642,204
,,,,,1643,205
"4658,4","2,885334035",,0,"590,339343561",1644,205
,,,,,1645,205
,,,,,1646,205
,,,,,1647,205
4660,"2,8839377125",,0,"590,0536559775",1648,204
,,,,,1649,205
,,,,,1650,204
,,,,,1651,204
"4661,6","2,87987504",,0,"589,222433184",1652,204
,,,,,1653,204
,,,,,1654,204
,,,,,1655,204
"4663,2","2,8410024025",,0,"581,2690915515",1656,204
,,,,,1657,204
,,,,,1658,203
,,,,,1659,204
"4664,8","2,861660505",,0,"585,495739323",1660,204
,,,,,1661,203
,,,,,1662,203
,,,,,1663,203
"4666,4","2,839042035",,0,"580,868000361",1664,203
,,,,,1665,203
,,,,,1666,203
,,,,,1667,203
4668,"2,8525070925",,0,"583,6229511255",1668,203
,,,,,1669,201
,,,,,1670,201
,,,,,1671,202
"4669,6","2,84961917",,0,"583,032082182",1672,202
,,,,,1673,201
,,,,,1674,199
,,,,,1675,201
"4671,2","2,8606798175",,0,"585,2950906605",1676,201
,,,,,1677,201
,,,,,1678,201
,,,,,1679,201
"4672,8","2,8565974125",,0,"584,4598305975",1680,201
,,,,,1681,201
,,,,,1682,201
,,,,,1683,201
"4674,4","2,847068075",,0,"582,510128145",1684,200
,,,,,1685,200
,,,,,1686,199
,,,,,1687,199
4676,"2,85917455",,0,"584,98711293",1688,200
,,,,,1689,199
,,,,,1690,200
,,,,,1691,200
"4677,6","2,8679961375",,0,"586,7920097325",1692,200
,,,,,1693,200
,,,,,1694,199
,,,,,1695,198
"4679,2","2,86669034",,0,"586,524843564",1696,198
,,,,,1697,198
,,,,,1698,198
,,,,,1699,197
"4680,8","2,8628976775",,0,"585,7488648165",1700,197
,,,,,1701,197
,,,,,1702,192
,,,,,1703,198
"4682,4","2,8549171025",,0,"584,1160391715",1704,197
,,,,,1705,197
,,,,,1706,196
,,,,,1707,197
4684,"2,851227985",,0,"583,361245731",1708,197
,,,,,1709,196
,,,,,1710,195
,,,,,1711,195
"4685,6","2,8367459125",,0,"580,3982136975",1712,196
,,,,,1713,196
,,,,,1714,195
,,,,,1715,195
"4687,2","2,8440717725",,0,"581,8970846535",1716,194
,,,,,1717,195
,,,,,1718,194
,,,,,1719,195
"4688,8","2,8354337025",,0,"580,1297355315",1720,194
,,,,,1721,194
,,,,,1722,194
,,,,,1723,193
"4690,4","2,8330075925",,0,"579,6333534255",1724,193
,,,,,1725,193
,,,,,1726,193
,,,,,1727,193
4692,"2,8359760475",,0,"580,2406993185",1728,193
,,,,,1729,193
,,,,,1730,192
,,,,,1731,192
"4693,6","2,8365373625",,0,"580,3555443675",1732,191
,,,,,1733,191
,,,,,1734,190
,,,,,1735,190
"4695,2","2,832265275",,0,"579,481475265",1736,191
,,,,,1737,190
,,,,,1738,190
,,,,,1739,190
"4696,8","2,8380328875",,0,"580,6615287825",1740,189
,,,,,1741,189
,,,,,1742,188
,,,,,1743,189
"4698,4","2,830001195",,0,"579,018244497",1744,189
,,,,,1745,190
,,,,,1746,192
,,,,,1747,193
4700,"2,82929723",,0,"578,874213258",1748,191
,,,,,1749,191
,,,,,1750,189
,,,,,1751,191
"4701,6","2,817949825",,0,"576,552534195",1752,191
,,,,,1753,191
,,,,,1754,191
,,,,,1755,190
"4703,2","2,7980644125",,0,"572,4839787975",1756,190
,,,,,1757,189
,,,,,1758,190
,,,,,1759,189
"4704,8","2,8208957225",,0,"577,1552648235",1760,189
,,,,,1761,188
,,,,,1762,188
,,,,,1763,189
"4706,4","2,819761335",,0,"576,923169141",1764,189
,,,,,1765,189
,,,,,1766,189
,,,,,1767,188
4708,"2,8153393375",,0,"576,0184284525",1768,188
,,,,,1769,187
,,,,,1770,187
,,,,,1771,187
"4709,6","2,78628517",,0,"570,073945782",1772,186
,,,,,1773,186
,,,,,1774,187
,,,,,1775,186
"4711,2","2,804074885",,0,"573,713721471",1776,185
,,,,,1777,186
,,,,,1778,186
,,,,,1779,185
"4712,8","2,7718650125",,0,"567,1235815575",1780,186
,,,,,1781,185
,,,,,1782,185
,,,,,1783,184
"4714,4","2,78470381",,0,"569,750399526",1784,185
,,,,,1785,184
,,,,,1786,184
,,,,,1787,184
4716,"2,7892129",,0,"570,67295934",1788,184
,,,,,1789,184
,,,,,1790,183
,,,,,1791,181
"4717,6","2,794891045",,0,"571,834707807",1792,172
,,,,,1793,173
,,,,,1794,174
,,,,,1795,174
"4719,2","2,7879576125",,0,"570,4161275175",1796,176
,,,,,1797,177
,,,,,1798,178
,,,,,1799,178
"4720,8","2,7861972725",,0,"570,0559619535",1800,181
,,,,,1801,182
,,,,,1802,179
,,,,,1803,178
"4722,4","2,7859035925",,0,"569,9958750255",1804,177
,,,,,1805,177
,,,,,1806,177
,,,,,1807,178
4724,"2,78662315",,0,"570,14309649",1808,176
,,,,,1809,178
,,,,,1810,175
,,,,,1811,179
"4725,6","2,7796430925",,0,"568,7149767255",1812,176
,,,,,1813,179
,,,,,1814,179
,,,,,1815,176
"4727,2","2,7705433675",,0,"566,8531729905",1816,178
,,,,,1817,178
,,,,,1818,178
,,,,,1819,179
"4728,8","2,77155731",,0,"567,060625626",1820,177
,,,,,1821,177
,,,,,1822,177
,,,,,1823,177
"4730,4","2,752072695",,0,"563,074073397",1824,178
,,,,,1825,179
,,,,,1826,176
,,,,,1827,177
4732,"2,7378211775",,0,"560,1582129165",1828,178
,,,,,1829,177
,,,,,1830,177
,,,,,1831,177
"4733,6","2,764258445",,0,"565,567277847",1832,176
,,,,,1833,176
,,,,,1834,177
,,,,,1835,177
"4735,2","2,75199499",,0,"563,058174954",1836,176
,,,,,1837,175
,,,,,1838,176
,,,,,1839,176
"4736,8","2,7394361425",,0,"560,4886347555",1840,175
,,,,,1841,176
,,,,,1842,176
,,,,,1843,174
"4738,4","2,7357192225",,0,"559,7281529235",1844,175
,,,,,1845,176
,,,,,1846,175
,,,,,1847,175
4740,"2,720752635",,0,"556,665989121",1848,176
,,,,,1849,174
,,,,,1850,174
,,,,,1851,175
"4741,6","2,7363792875",,0,"559,8632022225",1852,175
,,,,,1853,174
,,,,,1854,174
,,,,,1855,175
"4743,2","2,736024655",,0,"559,790644413",1856,174
,,,,,1857,174
,,,,,1858,174
,,,,,1859,174
"4744,8","2,7387569025",,0,"560,3496622515",1860,173
,,,,,1861,173
,,,,,1862,173
,,,,,1863,172
"4746,4","2,7366637275",,0,"559,9213986465",1864,173
,,,,,1865,174
,,,,,1866,173
,,,,,1867,173
4748,"2,7303709325",,0,"558,6338927895",1868,173
,,,,,1869,173
,,,,,1870,172
,,,,,1871,172
"4749,6","2,7268465675",,0,"557,9128077105",1872,173
,,,,,1873,174
,,,,,1874,172
,,,,,1875,172
"4751,2","2,7209956",,0,"556,71569976",1876,170
,,,,,1877,172
,,,,,1878,172
,,,,,1879,172
"4752,8","2,71381138",,0,"555,245808348",1880,172
,,,,,1881,171
,,,,,1882,172
,,,,,1883,172
"4754,4","2,71558681",,0,"555,609061326",1884,171
,,,,,1885,170
,,,,,1886,170
,,,,,1887,171
4756,"2,7144990975",,0,"555,3865153485",1888,170
,,,,,1889,171
,,,,,1890,171
,,,,,1891,170
"4757,6","2,710559345",,0,"554,580441987",1892,169
,,,,,1893,171
,,,,,1894,170
,,,,,1895,170
"4759,2","2,706448585",,0,"553,739380491",1896,170
,,,,,1897,171
,,,,,1898,170
,,,,,1899,169
"4760,8","2,7005886825",,0,"552,5404444395",1900,170
,,,,,1901,168
,,,,,1902,169
,,,,,1903,170
"4762,4","2,6842140125",,0,"549,1901869575",1904,169
,,,,,1905,169
,,,,,1906,169
,,,,,1907,169
4764,"2,6830714525",,0,"548,9564191815",1908,169
,,,,,1909,168
,,,,,1910,167
,,,,,1911,168
"4765,6","2,6834131675",,0,"549,0263340705",1912,167
,,,,,1913,168
,,,,,1914,167
,,,,,1915,166
"4767,2","2,687389905",,0,"549,839974563",1916,167
,,,,,1917,168
,,,,,1918,167
,,,,,1919,167
"4768,8","2,6783335775",,0,"547,9870499565",1920,167
,,,,,1921,167
,,,,,1922,167
,,,,,1923,166
"4770,4","2,674637295",,0,"547,230790557",1924,166
,,,,,1925,167
,,,,,1926,166
,,,,,1927,166
4772,"2,6584724375",,0,"543,9234607125",1928,167
,,,,,1929,166
,,,,,1930,165
,,,,,1931,166
"4773,6","2,663297305",,0,"544,910628603",1932,166
,,,,,1933,166
,,,,,1934,167
,,,,,1935,167
"4775,2","2,6562729425",,0,"543,4734440355",1936,166
,,,,,1937,166
,,,,,1938,166
,,,,,1939,166
"4776,8","2,6432761075",,0,"540,8142915945",1940,165
,,,,,1941,166
,,,,,1942,165
,,,,,1943,165
"4778,4","2,6672528475",,0,"545,7199325985",1944,166
,,,,,1945,166
,,,,,1946,165
,,,,,1947,163
4780,"2,642275185",,0,"540,609502851",1948,163
,,,,,1949,164
,,,,,1950,165
,,,,,1951,165
"4781,6","2,6561763625",,0,"543,4536837675",1952,165
,,,,,1953,165
,,,,,1954,165
,,,,,1955,164
"4783,2","2,6495934725",,0,"542,1068244735",1956,165
,,,,,1957,164
,,,,,1958,164
,,,,,1959,164
"4784,8","2,652296255",,0,"542,659813773",1960,164
,,,,,1961,165
,,,,,1962,165
,,,,,1963,163
"4786,4","2,6405479425",,0,"540,2561090355",1964,164
,,,,,1965,163
,,,,,1966,163
,,,,,1967,163
4788,"2,6350813775",,0,"539,1376498365",1968,163
,,,,,1969,162
,,,,,1970,164
,,,,,1971,163
"4789,6","2,6356722125",,0,"539,2585346775",1972,162
,,,,,1973,161
,,,,,1974,162
,,,,,1975,163
"4791,2","2,6269624425",,0,"537,4765157355",1976,163
,,,,,1977,161
,,,,,1978,162
,,,,,1979,162
"4792,8","2,6182090225",,0,"535,6855660035",1980,161
,,,,,1981,159
,,,,,1982,159
,,,,,1983,159
"4794,4","2,621816345",,0,"536,423624187",1984,160
,,,,,1985,159
,,,,,1986,159
,,,,,1987,160
4796,"2,620351245",,0,"536,123864727",1988,157
,,,,,1989,160
,,,,,1990,157
,,,,,1991,157
"4797,6","2,6229553275",,0,"536,6566600065",1992,158
,,,,,1993,160
,,,,,1994,157
,,,,,1995,158
"4799,2","2,62880927",,0,"537,854376642",1996,159
,,,,,1997,159
,,,,,1998,158
,,,,,1999,159
