Reduction,reduction,,Pixel,ADU,Pixel,ADU
"4800,8","2,5942086125",,0,"530,7750821175",2000,155
,,,,,2001,159
,,,,,2002,157
,,,,,2003,157
"4802,4","2,5965004475",,0,"531,2439915585",2004,157
,,,,,2005,158
,,,,,2006,158
,,,,,2007,157
4804,"2,580086065",,0,"527,885608899",2008,158
,,,,,2009,158
,,,,,2010,157
,,,,,2011,158
"4805,6","2,5791383825",,0,"527,6917130595",2012,157
,,,,,2013,158
,,,,,2014,157
,,,,,2015,158
"4807,2","2,5910931725",,0,"530,1376630935",2016,158
,,,,,2017,157
,,,,,2018,158
,,,,,2019,157
"4808,8","2,59666247",,0,"531,277141362",2020,154
,,,,,2021,154
,,,,,2022,155
,,,,,2023,155
"4810,4","2,5845025125",,0,"528,7892140575",2024,156
,,,,,2025,154
,,,,,2026,156
,,,,,2027,154
4812,"2,57806989",,0,"527,473099494",2028,156
,,,,,2029,155
,,,,,2030,155
,,,,,2031,155
"4813,6","2,584254905",,0,"528,738553563",2032,154
,,,,,2033,152
,,,,,2034,154
,,,,,2035,155
"4815,2","2,5724417025",,0,"526,3215723315",2036,154
,,,,,2037,154
,,,,,2038,154
,,,,,2039,154
"4816,8","2,567467725",,0,"525,303896535",2040,152
,,,,,2041,154
,,,,,2042,154
,,,,,2043,154
"4818,4","2,553506195",,0,"522,447367497",2044,153
,,,,,2045,152
,,,,,2046,153
,,,,,2047,152
4820,"2,557799775",,0,"523,325833965",2048,151
,,,,,2049,153
,,,,,2050,154
,,,,,2051,153
"4821,6","2,552899065",,0,"522,323148699",2052,154
,,,,,2053,154
,,,,,2054,152
,,,,,2055,153
"4823,2","2,5226791775",,0,"516,1401597165",2056,151
,,,,,2057,153
,,,,,2058,152
,,,,,2059,152
"4824,8","2,4880012125",,0,"509,0450480775",2060,152
,,,,,2061,152
,,,,,2062,151
,,,,,2063,151
"4826,4","2,518419005",,0,"515,268528423",2064,150
,,,,,2065,150
,,,,,2066,152
,,,,,2067,151
4828,"2,51885866",,0,"515,358481836",2068,151
,,,,,2069,151
,,,,,2070,151
,,,,,2071,150
"4829,6","2,5091390875",,0,"513,3698573025",2072,150
,,,,,2073,150
,,,,,2074,151
,,,,,2075,151
"4831,2","2,49402339",,0,"510,277185594",2076,151
,,,,,2077,151
,,,,,2078,151
,,,,,2079,150
"4832,8","2,4791392025",,0,"507,2318808315",2080,150
,,,,,2081,150
,,,,,2082,149
,,,,,2083,149
"4834,4","2,460138405",,0,"503,344317663",2084,149
,,,,,2085,150
,,,,,2086,150
,,,,,2087,149
4836,"2,43161699",,0,"497,508836154",2088,149
,,,,,2089,149
,,,,,2090,149
,,,,,2091,148
"4837,6","2,41962587",,0,"495,055453002",2092,149
,,,,,2093,148
,,,,,2094,148
,,,,,2095,148
"4839,2","2,3973307475",,0,"490,4938709385",2096,148
,,,,,2097,148
,,,,,2098,148
,,,,,2099,150
"4840,8","2,356994825",,0,"482,241141195",2100,148
,,,,,2101,148
,,,,,2102,147
,,,,,2103,148
"4842,4","2,3207453425",,0,"474,8244970755",2104,147
,,,,,2105,148
,,,,,2106,147
,,,,,2107,146
4844,"2,2730453075",,0,"465,0650699145",2108,148
,,,,,2109,146
,,,,,2110,147
,,,,,2111,146
"4845,6","2,227120505",,0,"455,668855323",2112,147
,,,,,2113,147
,,,,,2114,145
,,,,,2115,146
"4847,2","2,1533420725",,0,"440,5737880335",2116,147
,,,,,2117,146
,,,,,2118,147
,,,,,2119,146
"4848,8","2,0567560025",,0,"420,8122781115",2120,145
,,,,,2121,145
,,,,,2122,144
,,,,,2123,145
"4850,4","1,9772995775",,0,"404,5554935565",2124,146
,,,,,2125,147
,,,,,2126,147
,,,,,2127,147
4852,"1,87257126",,0,"383,128079796",2128,145
,,,,,2129,144
,,,,,2130,143
,,,,,2131,144
"4853,6","1,737337495",,0,"355,459251477",2132,144
,,,,,2133,145
,,,,,2134,146
,,,,,2135,146
"4855,2","1,5897240975",,0,"325,2575503485",2136,146
,,,,,2137,145
,,,,,2138,143
,,,,,2139,142
"4856,8","1,42018961",,0,"290,570794206",2140,141
,,,,,2141,142
,,,,,2142,142
,,,,,2143,144
"4858,4","1,226847065",,0,"251,012909499",2144,145
,,,,,2145,146
,,,,,2146,146
,,,,,2147,145
4860,"0,9968735575",,0,"203,9603298645",2148,144
,,,,,2149,144
,,,,,2150,142
,,,,,2151,138
"4861,6","0,797493805",,0,"163,167232503",2152,139
,,,,,2153,139
,,,,,2154,140
,,,,,2155,140
"4863,2","1,0508269975",,0,"214,9992036885",2156,142
,,,,,2157,143
,,,,,2158,144
,,,,,2159,144
"4864,8","1,2676983075",,0,"259,3710737145",2160,144
,,,,,2161,145
,,,,,2162,144
,,,,,2163,142
"4866,4","1,4537934875",,0,"297,4461475425",2164,140
,,,,,2165,139
,,,,,2166,138
,,,,,2167,137
4868,"1,6093528475",,0,"329,2735925985",2168,136
,,,,,2169,137
,,,,,2170,138
,,,,,2171,138
"4869,6","1,7532842675",,0,"358,7219611305",2172,139
,,,,,2173,140
,,,,,2174,142
,,,,,2175,142
"4871,2","1,8786839125",,0,"384,3787284975",2176,142
,,,,,2177,143
,,,,,2178,143
,,,,,2179,142
"4872,8","1,9804893975",,0,"405,2081307285",2180,142
,,,,,2181,141
,,,,,2182,140
,,,,,2183,139
"4874,4","2,05562449",,0,"420,580770654",2184,137
,,,,,2185,136
,,,,,2186,135
,,,,,2187,134
4876,"2,1111448375",,0,"431,9402337525",2188,133
,,,,,2189,134
,,,,,2190,134
,,,,,2191,136
"4877,6","2,1746308225",,0,"444,9294662835",2192,136
,,,,,2193,137
,,,,,2194,138
,,,,,2195,139
"4879,2","2,23636469",,0,"457,560215574",2196,140
,,,,,2197,140
,,,,,2198,141
,,,,,2199,140
"4880,8","2,27870362",,0,"466,222760652",2200,141
,,,,,2201,143
,,,,,2202,139
,,,,,2203,140
"4882,4","2,308179935",,0,"472,253614701",2204,141
,,,,,2205,140
,,,,,2206,139
,,,,,2207,137
4884,"2,321037905",,0,"474,884355363",2208,134
,,,,,2209,133
,,,,,2210,129
,,,,,2211,133
"4885,6","2,3449994625",,0,"479,7868900275",2212,131
,,,,,2213,130
,,,,,2214,130
,,,,,2215,132
"4887,2","2,3672723325",,0,"484,3439192295",2216,132
,,,,,2217,128
,,,,,2218,133
,,,,,2219,133
"4888,8","2,3806776925",,0,"487,0866558855",2220,133
,,,,,2221,135
,,,,,2222,136
,,,,,2223,137
"4890,4","2,388213415",,0,"488,628464709",2224,139
,,,,,2225,140
,,,,,2226,141
,,,,,2227,141
4892,"2,396554625",,0,"490,335076275",2228,142
,,,,,2229,142
,,,,,2230,141
,,,,,2231,142
"4893,6","2,4074600025",,0,"492,5663165115",2232,141
,,,,,2233,141
,,,,,2234,140
,,,,,2235,139
"4895,2","2,4227493825",,0,"495,6945236595",2236,138
,,,,,2237,137
,,,,,2238,136
,,,,,2239,135
"4896,8","2,419729365",,0,"495,076628079",2240,129
,,,,,2241,132
,,,,,2242,131
,,,,,2243,128
"4898,4","2,4276697725",,0,"496,7012354535",2244,135
,,,,,2245,131
,,,,,2246,123
,,,,,2247,117
4900,"2,43384868",,0,"497,965439928",2248,114
,,,,,2249,118
,,,,,2250,120
,,,,,2251,117
"4901,6","2,428863855",,0,"496,945544733",2252,116
,,,,,2253,121
,,,,,2254,119
,,,,,2255,122
"4903,2","2,4376706075",,0,"498,7474062945",2256,123
,,,,,2257,125
,,,,,2258,129
,,,,,2259,134
"4904,8","2,43935314",,0,"499,091652444",2260,130
,,,,,2261,135
,,,,,2262,135
,,,,,2263,132
"4906,4","2,4544097975",,0,"502,1722445685",2264,137
,,,,,2265,139
,,,,,2266,131
,,,,,2267,125
4908,"2,4367863",,0,"498,56647698",2268,134
,,,,,2269,132
,,,,,2270,129
,,,,,2271,138
"4909,6","2,442334105",,0,"499,701557883",2272,129
,,,,,2273,135
,,,,,2274,136
,,,,,2275,126
"4911,2","2,42094615",,0,"495,32558229",2276,133
,,,,,2277,133
,,,,,2278,128
,,,,,2279,134
"4912,8","2,427384875",,0,"496,642945425",2280,129
,,,,,2281,135
,,,,,2282,131
,,,,,2283,127
"4914,4","2,4346631525",,0,"498,1320810015",2284,127
,,,,,2285,130
,,,,,2286,135
,,,,,2287,124
4916,"2,4413581125",,0,"499,5018698175",2288,130
,,,,,2289,126
,,,,,2290,127
,,,,,2291,124
"4917,6","2,435319685",,0,"498,266407551",2292,128
,,,,,2293,126
,,,,,2294,111
,,,,,2295,113
"4919,2","2,4153173575",,0,"494,1739313445",2296,124
,,,,,2297,117
,,,,,2298,128
,,,,,2299,126
"4920,8","2,40193425",,0,"491,43574755",2300,127
,,,,,2301,128
,,,,,2302,122
,,,,,2303,128
"4922,4","2,36741594",,0,"484,373301324",2304,127
,,,,,2305,128
,,,,,2306,128
,,,,,2307,126
4924,"2,2992184175",,0,"470,4200882205",2308,128
,,,,,2309,130
,,,,,2310,129
,,,,,2311,131
"4925,6","2,4152906125",,0,"494,1684593175",2312,129
,,,,,2313,128
,,,,,2314,128
,,,,,2315,130
"4927,2","2,44348353",,0,"499,936730238",2316,130
,,,,,2317,129
,,,,,2318,131
,,,,,2319,131
"4928,8","2,4494472775",,0,"501,1569129765",2320,127
,,,,,2321,131
,,,,,2322,131
,,,,,2323,131
"4930,4","2,43167921",,0,"497,521566366",2324,132
,,,,,2325,131
,,,,,2326,131
,,,,,2327,131
4932,"2,4240052275",,0,"495,9514695465",2328,128
,,,,,2329,130
,,,,,2330,129
,,,,,2331,129
"4933,6","2,4110794375",,0,"493,3068529125",2332,128
,,,,,2333,129
,,,,,2334,128
,,,,,2335,129
"4935,2","2,4227790025",,0,"495,7005839115",2336,128
,,,,,2337,128
,,,,,2338,127
,,,,,2339,129
"4936,8","2,4292167175",,0,"497,0177404005",2340,128
,,,,,2341,127
,,,,,2342,128
,,,,,2343,126
"4938,4","2,4263267325",,0,"496,4264494695",2344,126
,,,,,2345,126
,,,,,2346,124
,,,,,2347,123
4940,"2,4122609575",,0,"493,5485919045",2348,121
,,,,,2349,121
,,,,,2350,120
,,,,,2351,117
"4941,6","2,41621549",,0,"494,357689254",2352,117
,,,,,2353,117
,,,,,2354,115
,,,,,2355,115
"4943,2","2,41117284",,0,"493,325963064",2356,111
,,,,,2357,101
,,,,,2358,104
,,,,,2359,95
"4944,8","2,4260020725",,0,"496,3600240335",2360,102
,,,,,2361,102
,,,,,2362,96
,,,,,2363,109
"4946,4","2,41885121",,0,"494,896957566",2364,105
,,,,,2365,107
,,,,,2366,105
,,,,,2367,114
4948,"2,4027174875",,0,"491,5959979425",2368,113
,,,,,2369,113
,,,,,2370,112
,,,,,2371,116
"4949,6","2,4001539275",,0,"491,0714935665",2372,114
,,,,,2373,117
,,,,,2374,117
,,,,,2375,118
"4951,2","2,3956148625",,0,"490,1428008675",2376,118
,,,,,2377,121
,,,,,2378,121
,,,,,2379,122
"4952,8","2,387900565",,0,"488,564455599",2380,122
,,,,,2381,123
,,,,,2382,122
,,,,,2383,124
"4954,4","2,40299572",,0,"491,652924312",2384,125
,,,,,2385,124
,,,,,2386,124
,,,,,2387,123
4956,"2,39228169",,0,"489,460833774",2388,124
,,,,,2389,123
,,,,,2390,123
,,,,,2391,122
"4957,6","2,3648590875",,0,"483,8501693025",2392,122
,,,,,2393,123
,,,,,2394,123
,,,,,2395,122
"4959,2","2,3866630875",,0,"488,3112677025",2396,124
,,,,,2397,124
,,,,,2398,124
,,,,,2399,124
"4960,8","2,40275518",,0,"491,603709828",2400,124
,,,,,2401,124
,,,,,2402,124
,,,,,2403,123
"4962,4","2,39634789",,0,"490,292778294",2404,123
,,,,,2405,123
,,,,,2406,122
,,,,,2407,122
4964,"2,399694185",,0,"490,977430251",2408,122
,,,,,2409,121
,,,,,2410,121
,,,,,2411,121
"4965,6","2,3934954475",,0,"489,7091685585",2412,122
,,,,,2413,121
,,,,,2414,122
,,,,,2415,121
"4967,2","2,379131755",,0,"486,770357073",2416,119
,,,,,2417,109
,,,,,2418,118
,,,,,2419,122
"4968,8","2,3669327875",,0,"484,2744483225",2420,121
,,,,,2421,122
,,,,,2422,121
,,,,,2423,115
"4970,4","2,3828691625",,0,"487,5350306475",2424,119
,,,,,2425,119
,,,,,2426,118
,,,,,2427,119
4972,"2,3857063175",,0,"488,1155125605",2428,119
,,,,,2429,117
,,,,,2430,117
,,,,,2431,118
"4973,6","2,3797782475",,0,"486,9026294385",2432,119
,,,,,2433,119
,,,,,2434,118
,,,,,2435,115
"4975,2","2,37813633",,0,"486,566693118",2436,118
,,,,,2437,119
,,,,,2438,118
,,,,,2439,118
"4976,8","2,35840013",,0,"482,528666598",2440,117
,,,,,2441,116
,,,,,2442,115
,,,,,2443,113
"4978,4","2,3673796575",,0,"484,3658779245",2444,113
,,,,,2445,112
,,,,,2446,111
,,,,,2447,110
4980,"2,372262355",,0,"485,364877833",2448,110
,,,,,2449,110
,,,,,2450,108
,,,,,2451,107
"4981,6","2,36344238",,0,"483,560310948",2452,105
,,,,,2453,106
,,,,,2454,106
,,,,,2455,104
"4983,2","2,3621706925",,0,"483,3001236855",2456,99
,,,,,2457,99
,,,,,2458,102
,,,,,2459,96
"4984,8","2,3546044425",,0,"481,7520689355",2460,88
,,,,,2461,83
,,,,,2462,76
,,,,,2463,87
"4986,4","2,36156169",,0,"483,175521774",2464,93
,,,,,2465,97
,,,,,2466,85
,,,,,2467,93
4988,"2,35645975",,0,"482,13166485",2468,96
,,,,,2469,99
,,,,,2470,98
,,,,,2471,102
"4989,6","2,3489970425",,0,"480,6047948955",2472,105
,,,,,2473,105
,,,,,2474,106
,,,,,2475,107
"4991,2","2,33049317",,0,"476,818902582",2476,108
,,,,,2477,109
,,,,,2478,110
,,,,,2479,110
"4992,8","2,33778169",,0,"478,310133774",2480,110
,,,,,2481,110
,,,,,2482,110
,,,,,2483,110
"4994,4","2,34350656",,0,"479,481442176",2484,110
,,,,,2485,110
,,,,,2486,111
,,,,,2487,113
4996,"2,34167875",,0,"479,10747225",2488,114
,,,,,2489,112
,,,,,2490,114
,,,,,2491,115
"4997,6","2,33742524",,0,"478,237204104",2492,114
,,,,,2493,113
,,,,,2494,113
,,,,,2495,112
"4999,2","2,3348988675",,0,"477,7203082905",2496,111
,,,,,2497,111
,,,,,2498,111
,,,,,2499,111
"5000,8","2,321066215",,0,"474,890147589",2500,112
,,,,,2501,113
,,,,,,
,,,,,,
"5002,4","2,2843493675",,0,"467,3778805905",,
,,,,,,
,,,,,,
,,,,,,
5004,"2,3092915625",,0,"472,4810536875",,
,,,,,,
,,,,,,
,,,,,,
"5005,6","2,315014715",,0,"473,652010689",,
,,,,,,
,,,,,,
,,,,,,
"5007,2","2,31165081",,0,"472,963755726",,
,,,,,,
,,,,,,
,,,,,,
"5008,8","2,323809815",,0,"475,451488149",,
,,,,,,
,,,,,,
,,,,,,
"5010,4","2,316313855",,0,"473,917814733",,
,,,,,,
,,,,,,
,,,,,,
5012,"2,323797705",,0,"475,449010443",,
,,,,,,
,,,,,,
,,,,,,
"5013,6","2,312630085",,0,"473,164115391",,
,,,,,,
,,,,,,
,,,,,,
"5015,2","2,29206498",,0,"468,956494908",,
,,,,,,
,,,,,,
,,,,,,
"5016,8","2,2854545375",,0,"467,6039983725",,
,,,,,,
,,,,,,
,,,,,,
"5018,4","2,1729770025",,0,"444,5910947115",,
,,,,,,
,,,,,,
,,,,,,
5020,"2,2549131725",,0,"461,3552350935",,
,,,,,,
,,,,,,
,,,,,,
"5021,6","2,287485345",,0,"468,019501587",,
,,,,,,
,,,,,,
,,,,,,
"5023,2","2,288371675",,0,"468,200844705",,
,,,,,,
,,,,,,
,,,,,,
"5024,8","2,3032295225",,0,"471,2407603035",,
,,,,,,
,,,,,,
,,,,,,
"5026,4","2,282631465",,0,"467,026397739",,
,,,,,,
,,,,,,
,,,,,,
5028,"2,2882895275",,0,"468,1840373265",,
,,,,,,
,,,,,,
,,,,,,
"5029,6","2,2839755125",,0,"467,3013898575",,
,,,,,,
,,,,,,
,,,,,,
"5031,2","2,2668926375",,0,"463,8062336325",,
,,,,,,
,,,,,,
,,,,,,
"5032,8","2,2655000475",,0,"463,5213097185",,
,,,,,,
,,,,,,
,,,,,,
"5034,4","2,2675989775",,0,"463,9507507965",,
,,,,,,
,,,,,,
,,,,,,
5036,"2,24623615",,0,"459,57991629",,
,,,,,,
,,,,,,
,,,,,,
"5037,6","2,283127485",,0,"467,127883431",,
,,,,,,
,,,,,,
,,,,,,
"5039,2","2,2802950225",,0,"466,5483616035",,
,,,,,,
,,,,,,
,,,,,,
"5040,8","2,182510125",,0,"446,541571575",,
,,,,,,
,,,,,,
,,,,,,
"5042,4","2,2508808775",,0,"460,5302275365",,
,,,,,,
,,,,,,
,,,,,,
5044,"2,261152175",,0,"462,631735005",,
,,,,,,
,,,,,,
,,,,,,
"5045,6","2,2740055575",,0,"465,2615370645",,
,,,,,,
,,,,,,
,,,,,,
"5047,2","2,25167789",,0,"460,693296294",,
,,,,,,
,,,,,,
,,,,,,
"5048,8","2,2532868025",,0,"461,0224797915",,
,,,,,,
,,,,,,
,,,,,,
"5050,4","2,2717132675",,0,"464,7925345305",,
,,,,,,
,,,,,,
,,,,,,
5052,"2,2525912125",,0,"460,8801620775",,
,,,,,,
,,,,,,
,,,,,,
"5053,6","2,25762029",,0,"461,909111334",,
,,,,,,
,,,,,,
,,,,,,
"5055,2","2,182038125",,0,"446,445000375",,
,,,,,,
,,,,,,
,,,,,,
"5056,8","2,1370777575",,0,"437,2461091845",,
,,,,,,
,,,,,,
,,,,,,
"5058,4","2,244985905",,0,"459,324116163",,
,,,,,,
,,,,,,
,,,,,,
5060,"2,24330741",,0,"458,980696086",,
,,,,,,
,,,,,,
,,,,,,
"5061,6","2,2356024475",,0,"457,4042607585",,
,,,,,,
,,,,,,
,,,,,,
"5063,2","2,242400295",,0,"458,795100357",,
,,,,,,
,,,,,,
,,,,,,
"5064,8","2,2376306775",,0,"457,8192366165",,
,,,,,,
,,,,,,
,,,,,,
"5066,4","2,238874515",,0,"458,073725769",,
,,,,,,
,,,,,,
,,,,,,
5068,"2,2319453725",,0,"456,6560232135",,
,,,,,,
,,,,,,
,,,,,,
"5069,6","2,231375375",,0,"456,539401725",,
,,,,,,
,,,,,,
,,,,,,
"5071,2","2,2131953075",,0,"452,8197599145",,
,,,,,,
,,,,,,
,,,,,,
"5072,8","2,23133173",,0,"456,530471958",,
,,,,,,
,,,,,,
,,,,,,
"5074,4","2,2272902475",,0,"455,7035846385",,
,,,,,,
,,,,,,
,,,,,,
5076,"2,2110035325",,0,"452,3713227495",,
,,,,,,
,,,,,,
,,,,,,
"5077,6","2,2246558925",,0,"455,1645956055",,
,,,,,,
,,,,,,
,,,,,,
"5079,2","2,2245827275",,0,"455,1496260465",,
,,,,,,
,,,,,,
,,,,,,
"5080,8","2,2225051425",,0,"454,7245521555",,
,,,,,,
,,,,,,
,,,,,,
"5082,4","2,213707975",,0,"452,924651685",,
,,,,,,
,,,,,,
,,,,,,
5084,"2,2180972775",,0,"453,8227029765",,
,,,,,,
,,,,,,
,,,,,,
"5085,6","2,2004564675",,0,"450,2133932505",,
,,,,,,
,,,,,,
,,,,,,
"5087,2","2,2024754675",,0,"450,6264806505",,
,,,,,,
,,,,,,
,,,,,,
"5088,8","2,2093461275",,0,"452,0322176865",,
,,,,,,
,,,,,,
,,,,,,
"5090,4","2,2112275225",,0,"452,4171511035",,
,,,,,,
,,,,,,
,,,,,,
5092,"2,216353285",,0,"453,465882111",,
,,,,,,
,,,,,,
,,,,,,
"5093,6","2,1905374775",,0,"448,1839678965",,
,,,,,,
,,,,,,
,,,,,,
"5095,2","2,1977300725",,0,"449,6555728335",,
,,,,,,
,,,,,,
,,,,,,
"5096,8","2,1931341425",,0,"448,7152455555",,
,,,,,,
,,,,,,
,,,,,,
"5098,4","2,1977707425",,0,"449,6638939155",,
,,,,,,
,,,,,,
,,,,,,
5100,"2,1688286",,0,"443,74233156",,
,,,,,,
,,,,,,
,,,,,,
"5101,6","2,1662925375",,0,"443,2234531725",,
,,,,,,
,,,,,,
,,,,,,
"5103,2","2,193594535",,0,"448,809441861",,
,,,,,,
,,,,,,
,,,,,,
"5104,8","2,1989270325",,0,"449,9004708495",,
,,,,,,
,,,,,,
,,,,,,
"5106,4","2,1785178975",,0,"445,7247618285",,
,,,,,,
,,,,,,
,,,,,,
5108,"2,1834206225",,0,"446,7278593635",,
,,,,,,
,,,,,,
,,,,,,
"5109,6","2,188436735",,0,"447,754155981",,
,,,,,,
,,,,,,
,,,,,,
"5111,2","2,2017304775",,0,"450,4740556965",,
,,,,,,
,,,,,,
,,,,,,
"5112,8","2,1850813075",,0,"447,0676355145",,
,,,,,,
,,,,,,
,,,,,,
"5114,4","2,181341275",,0,"446,302424865",,
,,,,,,
,,,,,,
,,,,,,
5116,"2,1703192325",,0,"444,0473149695",,
,,,,,,
,,,,,,
,,,,,,
"5117,6","2,1823861475",,0,"446,5162057785",,
,,,,,,
,,,,,,
,,,,,,
"5119,2","2,180731065",,0,"446,177575899",,
,,,,,,
,,,,,,
,,,,,,
"5120,8","2,1729399125",,0,"444,5835060975",,
,,,,,,
,,,,,,
,,,,,,
"5122,4","2,1723234475",,0,"444,4573773585",,
,,,,,,
,,,,,,
,,,,,,
5124,"2,1665590175",,0,"443,2779749805",,
,,,,,,
,,,,,,
,,,,,,
"5125,6","2,161049355",,0,"442,150698033",,
,,,,,,
,,,,,,
,,,,,,
"5127,2","2,1577538775",,0,"441,4764433365",,
,,,,,,
,,,,,,
,,,,,,
"5128,8","2,147936915",,0,"439,467892809",,
,,,,,,
,,,,,,
,,,,,,
"5130,4","2,1582164925",,0,"441,5710943655",,
,,,,,,
,,,,,,
,,,,,,
5132,"2,1633089",,0,"442,61300094",,
,,,,,,
,,,,,,
,,,,,,
"5133,6","2,1452960025",,0,"438,9275621115",,
,,,,,,
,,,,,,
,,,,,,
"5135,2","2,15083639",,0,"440,061125394",,
,,,,,,
,,,,,,
,,,,,,
"5136,8","2,143997015",,0,"438,661789269",,
,,,,,,
,,,,,,
,,,,,,
"5138,4","2,15473194",,0,"440,858154924",,
,,,,,,
,,,,,,
,,,,,,
5140,"2,1387944525",,0,"437,5973449815",,
,,,,,,
,,,,,,
,,,,,,
"5141,6","2,1426953",,0,"438,39545838",,
,,,,,,
,,,,,,
,,,,,,
"5143,2","2,1271598775",,0,"435,2169109365",,
,,,,,,
,,,,,,
,,,,,,
"5144,8","2,12473044",,0,"434,719848024",,
,,,,,,
,,,,,,
,,,,,,
"5146,4","2,13527912",,0,"436,878107952",,
,,,,,,
,,,,,,
,,,,,,
5148,"2,127928735",,0,"435,374219181",,
,,,,,,
,,,,,,
,,,,,,
"5149,6","2,098696095",,0,"429,393221037",,
,,,,,,
,,,,,,
,,,,,,
"5151,2","2,1270209625",,0,"435,1884889275",,
,,,,,,
,,,,,,
,,,,,,
"5152,8","2,1199886825",,0,"433,7496844395",,
,,,,,,
,,,,,,
,,,,,,
"5154,4","2,10389381",,0,"430,456673526",,
,,,,,,
,,,,,,
,,,,,,
5156,"2,13103898",,0,"436,010575308",,
,,,,,,
,,,,,,
,,,,,,
"5157,6","2,1179103875",,0,"433,3244652825",,
,,,,,,
,,,,,,
,,,,,,
"5159,2","2,132531125",,0,"436,315868175",,
,,,,,,
,,,,,,
,,,,,,
"5160,8","2,11819009",,0,"433,381692414",,
,,,,,,
,,,,,,
,,,,,,
"5162,4","2,1064790675",,0,"430,9856172105",,
,,,,,,
,,,,,,
,,,,,,
5164,"2,1196732025",,0,"433,6851372315",,
,,,,,,
,,,,,,
,,,,,,
"5165,6","2,101691845",,0,"430,006151487",,
,,,,,,
,,,,,,
,,,,,,
"5167,2","2,0452184125",,0,"418,4516871975",,
,,,,,,
,,,,,,
,,,,,,
"5168,8","1,993629945",,0,"407,896686747",,
,,,,,,
,,,,,,
,,,,,,
"5170,4","2,0759401225",,0,"424,7373490635",,
,,,,,,
,,,,,,
,,,,,,
5172,"2,05728119",,0,"420,919731474",,
,,,,,,
,,,,,,
,,,,,,
"5173,6","2,0659492275",,0,"422,6932119465",,
,,,,,,
,,,,,,
,,,,,,
"5175,2","2,1113984",,0,"431,99211264",,
,,,,,,
,,,,,,
,,,,,,
"5176,8","2,08764322",,0,"427,131802812",,
,,,,,,
,,,,,,
,,,,,,
"5178,4","2,088632285",,0,"427,334165511",,
,,,,,,
,,,,,,
,,,,,,
5180,"2,0975161425",,0,"429,1518027555",,
,,,,,,
,,,,,,
,,,,,,
"5181,6","2,08921343",,0,"427,453067778",,
,,,,,,
,,,,,,
,,,,,,
"5183,2","2,023471585",,0,"414,002286291",,
,,,,,,
,,,,,,
,,,,,,
"5184,8","2,051574385",,0,"419,752119171",,
,,,,,,
,,,,,,
,,,,,,
"5186,4","2,0695092175",,0,"423,4215859005",,
,,,,,,
,,,,,,
,,,,,,
5188,"2,0827264625",,0,"426,1258342275",,
,,,,,,
,,,,,,
,,,,,,
"5189,6","2,0657260975",,0,"422,6475595485",,
,,,,,,
,,,,,,
,,,,,,
"5191,2","2,0720027425",,0,"423,9317611155",,
,,,,,,
,,,,,,
,,,,,,
"5192,8","2,0714122125",,0,"423,8109386775",,
,,,,,,
,,,,,,
,,,,,,
"5194,4","2,07177113",,0,"423,884373198",,
,,,,,,
,,,,,,
,,,,,,
5196,"2,0701070675",,0,"423,5439060105",,
,,,,,,
,,,,,,
,,,,,,
"5197,6","2,020182715",,0,"413,329383489",,
,,,,,,
,,,,,,
,,,,,,
"5199,2","2,067650785",,0,"423,041350611",,
,,,,,,
,,,,,,
,,,,,,
"5200,8","2,073444935",,0,"424,226833701",,
,,,,,,
,,,,,,
,,,,,,
"5202,4","2,06252679",,0,"421,992981234",,
,,,,,,
,,,,,,
,,,,,,
5204,"2,06334666",,0,"422,160726636",,
,,,,,,
,,,,,,
,,,,,,
"5205,6","2,0638697775",,0,"422,2677564765",,
,,,,,,
,,,,,,
,,,,,,
"5207,2","2,0697422925",,0,"423,4692730455",,
,,,,,,
,,,,,,
,,,,,,
"5208,8","2,06169289",,0,"421,822365294",,
,,,,,,
,,,,,,
,,,,,,
"5210,4","2,0590879025",,0,"421,2893848515",,
,,,,,,
,,,,,,
,,,,,,
5212,"2,05095181",,0,"419,624740326",,
,,,,,,
,,,,,,
,,,,,,
"5213,6","2,044023825",,0,"418,207274595",,
,,,,,,
,,,,,,
,,,,,,
"5215,2","2,0266475775",,0,"414,6520943565",,
,,,,,,
,,,,,,
,,,,,,
"5216,8","2,0212634675",,0,"413,5505054505",,
,,,,,,
,,,,,,
,,,,,,
"5218,4","2,0453824575",,0,"418,4852508045",,
,,,,,,
,,,,,,
,,,,,,
5220,"2,04227847",,0,"417,850174962",,
,,,,,,
,,,,,,
,,,,,,
"5221,6","2,0371351",,0,"416,79784146",,
,,,,,,
,,,,,,
,,,,,,
"5223,2","2,0216873775",,0,"413,6372374365",,
,,,,,,
,,,,,,
,,,,,,
"5224,8","2,0231999075",,0,"413,9467010745",,
,,,,,,
,,,,,,
,,,,,,
"5226,4","1,990536",,0,"407,2636656",,
,,,,,,
,,,,,,
,,,,,,
5228,"1,9909363475",,0,"407,3455766985",,
,,,,,,
,,,,,,
,,,,,,
"5229,6","2,032966765",,0,"415,945000119",,
,,,,,,
,,,,,,
,,,,,,
"5231,2","2,0339296375",,0,"416,1420038325",,
,,,,,,
,,,,,,
,,,,,,
"5232,8","1,9992513225",,0,"409,0468205835",,
,,,,,,
,,,,,,
,,,,,,
"5234,4","1,9704737775",,0,"403,1589348765",,
,,,,,,
,,,,,,
,,,,,,
5236,"2,01026958",,0,"411,301156068",,
,,,,,,
,,,,,,
,,,,,,
